IDfg,Season,Name,Age,G,AB,PA,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,CStr%,CSW%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,F-Strike%,SwStr%,Zone%,Clutch,UBR,WAR
4314,2021,Joey Votto,37,129,448,533,0.14400000000000002,0.23800000000000002,0.61,0.375,0.563,0.938,0.297,0.287,0.265,0.317,0.418,0.265,0.434,0.335,0.231,0.08,0.47100000000000003,0.449,92.9,18.2,56,0.172,114.1,173,0.532,0.157,0.27399999999999997,0.247,0.715,0.5710000000000001,0.816,0.5820000000000001,0.11699999999999999,0.41100000000000003,-0.16,0.0,3.8
13621,2021,Jeimer Candelario,27,149,557,626,0.10400000000000001,0.21600000000000003,0.48,0.351,0.443,0.795,0.172,0.333,0.264,0.39399999999999996,0.342,0.111,0.42200000000000004,0.35100000000000003,0.228,0.17300000000000001,0.493,0.33399999999999996,88.7,12.6,38,0.09,111.0,165,0.391,0.156,0.26,0.32299999999999995,0.703,0.64,0.877,0.61,0.10400000000000001,0.401,-0.94,0.1,3.8
11737,2021,Nick Castellanos,29,138,531,585,0.07,0.207,0.34,0.362,0.576,0.939,0.267,0.34,0.267,0.375,0.358,0.228,0.39399999999999996,0.361,0.245,0.12,0.47600000000000003,0.40399999999999997,89.8,14.0,44,0.106,111.9,195,0.469,0.102,0.261,0.40399999999999997,0.799,0.568,0.8320000000000001,0.609,0.16,0.369,-0.52,0.1,3.7
19556,2021,Yordan Alvarez,24,144,537,598,0.084,0.242,0.34,0.346,0.531,0.877,0.253,0.32,0.231,0.37799999999999995,0.391,0.214,0.35200000000000004,0.375,0.273,0.129,0.47600000000000003,0.395,93.2,14.1,63,0.16,116.4,214,0.542,0.19399999999999998,0.284,0.303,0.621,0.628,0.9109999999999999,0.555,0.09,0.4,0.0,2.1,3.7
19290,2021,Randy Arozarena,26,141,529,604,0.09300000000000001,0.281,0.33,0.356,0.459,0.815,0.185,0.363,0.179,0.49,0.331,0.16699999999999998,0.41200000000000003,0.365,0.223,0.18100000000000002,0.49700000000000005,0.321,89.9,7.6,30,0.08199999999999999,112.6,153,0.42,0.171,0.307,0.28800000000000003,0.675,0.588,0.76,0.58,0.136,0.39399999999999996,0.5,1.7,3.7
11368,2021,Yasmani Grandal,32,93,279,375,0.23199999999999998,0.21899999999999997,1.06,0.42,0.52,0.939,0.28,0.246,0.18899999999999997,0.408,0.40299999999999997,0.284,0.46299999999999997,0.355,0.182,0.14800000000000002,0.429,0.424,93.1,14.2,27,0.133,112.0,108,0.532,0.225,0.297,0.187,0.511,0.632,0.847,0.485,0.073,0.40700000000000003,0.04,-2.8,3.6
13624,2021,Corey Seager,27,95,353,409,0.11699999999999999,0.161,0.73,0.394,0.521,0.915,0.215,0.336,0.207,0.45899999999999996,0.33399999999999996,0.165,0.37200000000000005,0.379,0.248,0.114,0.47600000000000003,0.41,91.0,10.7,36,0.124,115.3,142,0.49,0.08,0.221,0.32,0.846,0.511,0.862,0.6409999999999999,0.14,0.405,0.37,-0.7,3.6
10264,2021,Brandon Belt,33,97,325,381,0.126,0.27,0.47,0.378,0.597,0.975,0.323,0.309,0.22699999999999998,0.273,0.5,0.26899999999999996,0.435,0.318,0.247,0.157,0.457,0.386,89.2,23.0,38,0.17,109.9,100,0.44799999999999995,0.11900000000000001,0.23399999999999999,0.235,0.787,0.659,0.794,0.5329999999999999,0.115,0.43,-0.47,-1.3,3.5
15223,2021,Adam Frazier,29,155,577,639,0.075,0.10800000000000001,0.7,0.368,0.411,0.779,0.106,0.339,0.294,0.41,0.29600000000000004,0.033,0.371,0.324,0.305,0.17600000000000002,0.586,0.23800000000000002,85.4,12.6,5,0.01,108.7,128,0.25,0.17,0.22399999999999998,0.298,0.695,0.802,0.9329999999999999,0.624,0.054000000000000006,0.447,0.46,0.8,3.5
20043,2021,Luis Robert,23,68,275,296,0.047,0.20600000000000002,0.23,0.378,0.567,0.946,0.229,0.394,0.264,0.366,0.37,0.163,0.431,0.35200000000000004,0.218,0.13,0.514,0.35700000000000004,91.1,13.7,27,0.125,117.7,96,0.444,0.08800000000000001,0.25,0.445,0.858,0.565,0.8640000000000001,0.71,0.162,0.41,-0.03,0.7,3.4
5933,2021,Jean Segura,31,131,514,567,0.069,0.138,0.5,0.348,0.436,0.784,0.146,0.317,0.192,0.521,0.28800000000000003,0.111,0.342,0.392,0.265,0.225,0.488,0.28800000000000003,87.2,5.8,26,0.059000000000000004,113.1,165,0.374,0.17800000000000002,0.255,0.34299999999999997,0.648,0.738,0.905,0.621,0.077,0.45399999999999996,0.19,0.8,3.4
18314,2021,Dansby Swanson,27,160,588,653,0.08,0.256,0.31,0.311,0.449,0.76,0.201,0.297,0.19899999999999998,0.39799999999999996,0.40299999999999997,0.157,0.441,0.324,0.235,0.126,0.5429999999999999,0.331,89.3,14.1,49,0.114,109.6,182,0.424,0.15,0.281,0.29100000000000004,0.74,0.5720000000000001,0.81,0.614,0.131,0.423,-1.01,2.0,3.4
19251,2021,Pete Alonso,26,152,561,637,0.094,0.19899999999999998,0.47,0.344,0.519,0.863,0.257,0.274,0.183,0.38799999999999996,0.429,0.19699999999999998,0.413,0.32,0.267,0.155,0.466,0.379,91.0,14.7,65,0.14800000000000002,118.4,207,0.473,0.138,0.253,0.35,0.7140000000000001,0.639,0.8640000000000001,0.5870000000000001,0.115,0.39299999999999996,-0.99,-4.6,3.3
12927,2021,Brandon Nimmo,28,92,325,386,0.14,0.205,0.68,0.401,0.437,0.838,0.145,0.366,0.22399999999999998,0.473,0.302,0.10800000000000001,0.331,0.35100000000000003,0.319,0.198,0.46399999999999997,0.33899999999999997,89.3,8.8,9,0.036000000000000004,111.5,102,0.41100000000000003,0.184,0.265,0.2,0.6779999999999999,0.627,0.868,0.611,0.081,0.46399999999999997,-0.81,-0.7,3.3
15491,2021,J.P. Crawford,26,160,619,687,0.084,0.166,0.51,0.338,0.376,0.715,0.103,0.32,0.23600000000000002,0.456,0.308,0.057999999999999996,0.304,0.424,0.273,0.20199999999999999,0.573,0.226,86.3,9.8,12,0.024,110.5,155,0.304,0.187,0.245,0.255,0.655,0.7440000000000001,0.922,0.598,0.059000000000000004,0.46299999999999997,1.43,-0.1,3.3
19352,2021,Sean Murphy,26,119,393,448,0.08900000000000001,0.254,0.35,0.306,0.405,0.71,0.188,0.257,0.19899999999999998,0.39399999999999996,0.408,0.14800000000000002,0.45,0.337,0.213,0.188,0.47200000000000003,0.34,89.2,15.4,32,0.114,112.8,119,0.42200000000000004,0.171,0.293,0.316,0.693,0.557,0.8590000000000001,0.632,0.122,0.423,-0.13,-2.0,3.3
7304,2021,Salvador Perez,31,161,620,665,0.042,0.256,0.16,0.316,0.544,0.859,0.271,0.298,0.22699999999999998,0.37200000000000005,0.401,0.264,0.469,0.317,0.214,0.134,0.42700000000000005,0.43799999999999994,93.0,15.9,74,0.163,114.4,254,0.56,0.09300000000000001,0.278,0.483,0.787,0.5589999999999999,0.833,0.647,0.185,0.34700000000000003,1.51,-1.1,3.2
19198,2021,Yuli Gurriel,37,143,530,605,0.098,0.11199999999999999,0.87,0.383,0.462,0.846,0.143,0.336,0.203,0.409,0.38799999999999996,0.08199999999999999,0.361,0.386,0.253,0.16899999999999998,0.494,0.33799999999999997,89.8,13.4,16,0.034,109.1,196,0.414,0.18600000000000003,0.237,0.298,0.622,0.8190000000000001,0.925,0.597,0.051,0.401,0.22,0.5,3.2
15986,2021,Willy Adames,25,140,497,555,0.10300000000000001,0.281,0.37,0.337,0.481,0.818,0.219,0.331,0.228,0.365,0.406,0.18,0.444,0.32799999999999996,0.228,0.14,0.483,0.377,89.5,16.8,39,0.114,112.5,153,0.447,0.139,0.28800000000000003,0.316,0.736,0.542,0.79,0.611,0.149,0.41100000000000003,2.0,0.9,3.2
18030,2021,Harrison Bader,27,103,367,401,0.067,0.212,0.32,0.324,0.46,0.785,0.193,0.306,0.158,0.43,0.41200000000000003,0.13699999999999998,0.444,0.324,0.23199999999999998,0.215,0.479,0.306,86.2,13.3,20,0.07,111.5,90,0.317,0.187,0.293,0.345,0.6409999999999999,0.637,0.8759999999999999,0.601,0.106,0.42100000000000004,-0.39,1.2,3.2
