IDfg,Season,Name,Age,G,AB,PA,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,CStr%,CSW%,O-Swing%,Z-Swing%,O-Contact%,Z-Contact%,F-Strike%,SwStr%,Zone%,Clutch,UBR,WAR
15362,2022,Jeff McNeil,30,148,533,589,0.068,0.10400000000000001,0.66,0.382,0.454,0.836,0.128,0.353,0.23800000000000002,0.41100000000000003,0.35,0.054000000000000006,0.342,0.4,0.258,0.14300000000000002,0.61,0.247,86.9,12.8,13,0.027000000000000003,110.0,144,0.302,0.115,0.19,0.33799999999999997,0.789,0.7959999999999999,0.897,0.594,0.075,0.433,-0.27,0.5,5.7
18360,2022,Austin Riley,25,159,615,693,0.08199999999999999,0.242,0.34,0.349,0.528,0.878,0.255,0.315,0.235,0.379,0.386,0.218,0.415,0.344,0.242,0.124,0.48100000000000004,0.395,92.5,12.9,71,0.157,115.9,229,0.508,0.122,0.254,0.345,0.773,0.575,0.8590000000000001,0.631,0.132,0.39899999999999997,-1.07,-1.7,5.6
17678,2022,Alex Bregman,28,155,548,656,0.133,0.11699999999999999,1.13,0.366,0.454,0.82,0.195,0.26,0.18899999999999997,0.33299999999999996,0.478,0.1,0.48200000000000004,0.32899999999999996,0.18899999999999997,0.168,0.522,0.31,88.9,19.5,35,0.073,109.2,181,0.376,0.16699999999999998,0.223,0.218,0.695,0.745,0.92,0.556,0.055999999999999994,0.387,-1.07,-0.5,5.5
19470,2022,Tommy Edman,27,153,577,630,0.073,0.17600000000000002,0.41,0.324,0.4,0.725,0.135,0.308,0.196,0.495,0.31,0.09,0.385,0.38,0.235,0.156,0.5489999999999999,0.295,88.6,8.7,29,0.062,112.8,176,0.376,0.17800000000000002,0.266,0.342,0.638,0.675,0.909,0.614,0.08900000000000001,0.424,1.02,3.8,5.5
23697,2022,Julio Rodriguez,21,132,511,560,0.071,0.259,0.28,0.345,0.509,0.853,0.225,0.345,0.183,0.46,0.35700000000000004,0.214,0.41700000000000004,0.35200000000000004,0.23199999999999998,0.134,0.52,0.34600000000000003,92.0,10.1,48,0.131,117.2,186,0.507,0.146,0.29100000000000004,0.371,0.7140000000000001,0.586,0.8190000000000001,0.645,0.14400000000000002,0.382,0.76,2.0,5.4
26288,2022,Adley Rutschman,24,113,398,470,0.138,0.183,0.76,0.362,0.445,0.806,0.191,0.291,0.23199999999999998,0.384,0.384,0.107,0.43799999999999994,0.359,0.203,0.149,0.5429999999999999,0.308,87.9,15.6,25,0.079,110.9,116,0.368,0.196,0.259,0.254,0.6409999999999999,0.73,0.915,0.534,0.063,0.391,0.18,3.9,5.4
12927,2022,Brandon Nimmo,29,151,580,673,0.105,0.172,0.61,0.367,0.433,0.8,0.159,0.317,0.177,0.505,0.317,0.109,0.321,0.385,0.294,0.185,0.515,0.3,89.4,6.1,33,0.07,111.9,187,0.39799999999999996,0.182,0.258,0.261,0.66,0.6970000000000001,0.8909999999999999,0.611,0.076,0.441,-0.16,0.7,5.2
19352,2022,Sean Murphy,27,148,537,612,0.092,0.203,0.45,0.332,0.426,0.759,0.177,0.29,0.203,0.42100000000000004,0.376,0.115,0.41600000000000004,0.35700000000000004,0.22699999999999998,0.175,0.505,0.321,88.7,11.5,44,0.105,114.0,172,0.41100000000000003,0.14800000000000002,0.257,0.34,0.721,0.6709999999999999,0.853,0.621,0.11,0.402,-1.18,0.3,5.0
17350,2022,Rafael Devers,25,141,555,614,0.081,0.18600000000000003,0.44,0.358,0.521,0.879,0.225,0.329,0.203,0.42200000000000004,0.375,0.163,0.34,0.39399999999999996,0.266,0.14400000000000002,0.5,0.35600000000000004,93.1,11.3,51,0.115,113.7,226,0.509,0.109,0.251,0.40299999999999997,0.773,0.6629999999999999,0.804,0.614,0.142,0.384,0.09,0.2,4.8
25931,2022,Michael Harris II,21,114,414,441,0.048,0.243,0.2,0.339,0.514,0.853,0.217,0.361,0.16699999999999998,0.562,0.271,0.22899999999999998,0.34700000000000003,0.406,0.247,0.182,0.47700000000000004,0.341,89.5,4.5,31,0.10099999999999999,112.8,139,0.451,0.154,0.292,0.41700000000000004,0.679,0.597,0.861,0.5529999999999999,0.138,0.40299999999999997,0.53,2.6,4.8
18345,2022,Kyle Tucker,25,150,544,609,0.09699999999999999,0.156,0.62,0.33,0.478,0.808,0.221,0.261,0.18899999999999997,0.341,0.47,0.142,0.39899999999999997,0.375,0.226,0.142,0.503,0.355,90.0,19.0,46,0.10099999999999999,111.3,190,0.419,0.095,0.193,0.302,0.84,0.664,0.889,0.608,0.098,0.415,2.01,0.9,4.8
19918,2022,Daulton Varsho,25,151,531,592,0.078,0.245,0.32,0.302,0.443,0.745,0.207,0.269,0.153,0.40399999999999997,0.44299999999999995,0.161,0.545,0.295,0.16,0.191,0.47100000000000003,0.33799999999999997,87.7,14.9,40,0.102,110.3,139,0.353,0.159,0.275,0.348,0.687,0.6759999999999999,0.823,0.628,0.11699999999999999,0.446,-0.58,2.9,4.8
15986,2022,Willy Adames,26,139,563,617,0.079,0.26899999999999996,0.3,0.298,0.458,0.756,0.22,0.278,0.2,0.342,0.45899999999999996,0.168,0.40399999999999997,0.34700000000000003,0.249,0.16699999999999998,0.48100000000000004,0.35200000000000004,88.9,18.9,52,0.13,110.6,174,0.434,0.14400000000000002,0.27399999999999997,0.337,0.725,0.595,0.836,0.595,0.129,0.409,0.96,2.4,4.6
19612,2022,Bo Bichette,24,159,652,697,0.059000000000000004,0.222,0.26,0.333,0.469,0.802,0.179,0.347,0.204,0.48700000000000004,0.309,0.156,0.293,0.369,0.33899999999999997,0.106,0.545,0.349,91.9,8.5,48,0.096,112.4,251,0.503,0.11599999999999999,0.23,0.386,0.805,0.6609999999999999,0.888,0.6609999999999999,0.114,0.415,1.12,0.6,4.5
24610,2022,Steven Kwan,24,147,563,638,0.09699999999999999,0.094,1.03,0.373,0.4,0.772,0.101,0.323,0.226,0.424,0.35,0.034,0.308,0.354,0.33799999999999997,0.17300000000000001,0.639,0.18899999999999997,85.1,11.8,7,0.013999999999999999,107.1,106,0.20800000000000002,0.245,0.276,0.23399999999999999,0.5529999999999999,0.85,0.9540000000000001,0.589,0.031,0.45,0.09,2.8,4.5
14162,2022,Carlos Correa,27,136,522,590,0.10300000000000001,0.205,0.5,0.366,0.467,0.834,0.176,0.339,0.198,0.42700000000000005,0.375,0.145,0.41,0.385,0.205,0.168,0.47200000000000003,0.361,89.9,11.6,46,0.114,114.6,181,0.447,0.184,0.27399999999999997,0.308,0.643,0.679,0.8809999999999999,0.581,0.09,0.40399999999999997,-0.92,-2.9,4.4
12856,2022,George Springer,32,133,513,583,0.09300000000000001,0.172,0.54,0.342,0.472,0.814,0.205,0.285,0.179,0.445,0.376,0.159,0.483,0.285,0.23199999999999998,0.187,0.493,0.321,88.7,13.9,35,0.083,113.6,177,0.419,0.115,0.248,0.301,0.789,0.584,0.818,0.618,0.133,0.424,0.21,2.1,4.3
13624,2022,Corey Seager,28,151,593,663,0.087,0.155,0.56,0.317,0.455,0.772,0.211,0.242,0.21,0.4,0.39,0.171,0.42200000000000004,0.34299999999999997,0.23399999999999999,0.105,0.523,0.37200000000000005,91.1,13.6,52,0.105,111.3,225,0.455,0.09,0.22699999999999998,0.35100000000000003,0.8190000000000001,0.53,0.882,0.644,0.13699999999999998,0.415,-0.52,2.9,4.3
13419,2022,Christian Walker,31,160,583,667,0.10300000000000001,0.196,0.53,0.327,0.477,0.804,0.235,0.248,0.174,0.38299999999999995,0.442,0.177,0.429,0.33799999999999997,0.233,0.161,0.46,0.379,90.0,17.0,53,0.11599999999999999,112.6,202,0.44,0.159,0.26,0.272,0.701,0.5770000000000001,0.882,0.613,0.102,0.409,-0.56,0.6,4.2
21534,2022,Cal Raleigh,25,119,370,415,0.092,0.294,0.31,0.284,0.489,0.774,0.278,0.226,0.158,0.285,0.557,0.191,0.478,0.3,0.221,0.158,0.474,0.368,90.9,22.5,39,0.154,114.0,110,0.435,0.111,0.264,0.36,0.784,0.59,0.792,0.631,0.154,0.389,-1.9,-1.3,4.2
16505,2022,Matt Chapman,29,155,538,621,0.11,0.27399999999999997,0.4,0.324,0.433,0.757,0.204,0.277,0.174,0.34,0.485,0.149,0.47700000000000004,0.34600000000000003,0.177,0.16399999999999998,0.434,0.402,92.2,19.0,48,0.129,112.7,189,0.507,0.184,0.293,0.23,0.679,0.619,0.797,0.57,0.109,0.418,-0.65,2.2,4.2
18036,2022,Jake Cronenworth,28,158,587,684,0.102,0.192,0.53,0.332,0.39,0.722,0.152,0.275,0.16899999999999998,0.354,0.47700000000000004,0.077,0.336,0.366,0.297,0.179,0.565,0.257,87.6,18.1,26,0.055999999999999994,108.6,158,0.33799999999999997,0.214,0.28,0.254,0.615,0.6970000000000001,0.9129999999999999,0.621,0.066,0.45,-0.09,3.3,4.2
14161,2022,Byron Buxton,28,92,340,382,0.08900000000000001,0.304,0.29,0.306,0.526,0.833,0.303,0.244,0.182,0.307,0.511,0.243,0.5820000000000001,0.249,0.16899999999999998,0.147,0.436,0.418,92.9,21.4,37,0.16399999999999998,113.5,113,0.502,0.159,0.305,0.311,0.6779999999999999,0.496,0.8059999999999999,0.56,0.146,0.42700000000000005,-0.59,1.4,4.0
12552,2022,Eugenio Suarez,30,150,543,629,0.11599999999999999,0.312,0.37,0.332,0.459,0.791,0.223,0.302,0.20199999999999999,0.341,0.457,0.193,0.46299999999999997,0.301,0.23600000000000002,0.134,0.509,0.358,89.8,19.9,52,0.14800000000000002,111.4,153,0.435,0.185,0.313,0.247,0.6579999999999999,0.49700000000000005,0.7979999999999999,0.609,0.128,0.41600000000000004,0.79,-1.9,4.0
7739,2022,Travis d'Arnaud,33,107,396,426,0.045,0.21100000000000002,0.21,0.319,0.472,0.791,0.205,0.306,0.18600000000000003,0.451,0.363,0.162,0.44799999999999995,0.304,0.248,0.154,0.5329999999999999,0.314,88.5,11.8,26,0.085,112.3,118,0.386,0.151,0.284,0.39399999999999996,0.71,0.6459999999999999,0.825,0.657,0.133,0.424,-0.59,-1.8,4.0
21479,2022,Nico Hoerner,25,135,481,517,0.054000000000000006,0.11,0.49,0.327,0.41,0.736,0.129,0.3,0.207,0.461,0.332,0.071,0.364,0.33799999999999997,0.298,0.157,0.603,0.239,87.2,10.7,11,0.026000000000000002,109.7,140,0.32899999999999996,0.18100000000000002,0.24600000000000002,0.36200000000000004,0.672,0.77,0.9390000000000001,0.648,0.066,0.41600000000000004,0.34,0.1,4.0
12533,2022,Marcus Semien,31,161,657,724,0.073,0.166,0.44,0.304,0.429,0.733,0.181,0.263,0.19,0.33799999999999997,0.47200000000000003,0.10099999999999999,0.46299999999999997,0.313,0.225,0.18100000000000002,0.523,0.29600000000000004,87.3,19.9,37,0.068,110.1,191,0.349,0.156,0.24600000000000002,0.29,0.747,0.647,0.903,0.608,0.09,0.39799999999999996,-1.0,4.9,4.0
20123,2022,Juan Soto,23,153,524,664,0.203,0.145,1.41,0.401,0.452,0.853,0.21,0.249,0.162,0.47100000000000003,0.368,0.172,0.381,0.381,0.23800000000000002,0.19399999999999998,0.512,0.294,91.0,9.1,53,0.124,113.2,203,0.473,0.19899999999999998,0.259,0.19899999999999998,0.591,0.71,0.892,0.536,0.06,0.392,-1.63,-1.6,3.9
17548,2022,Taylor Ward,28,135,495,564,0.106,0.213,0.5,0.36,0.473,0.833,0.192,0.325,0.218,0.35,0.43200000000000005,0.14,0.40299999999999997,0.358,0.24,0.124,0.521,0.355,89.9,15.8,46,0.121,112.6,161,0.424,0.196,0.27899999999999997,0.23600000000000002,0.6609999999999999,0.65,0.8740000000000001,0.5870000000000001,0.083,0.42,-0.51,0.3,3.9
19197,2022,Will Smith,27,137,508,578,0.09699999999999999,0.166,0.58,0.343,0.465,0.807,0.205,0.276,0.212,0.317,0.47100000000000003,0.122,0.377,0.37,0.252,0.11800000000000001,0.555,0.327,89.9,18.4,43,0.10300000000000001,109.0,179,0.43,0.187,0.259,0.254,0.662,0.7490000000000001,0.875,0.597,0.07200000000000001,0.423,-0.86,-4.1,3.9
22581,2022,Alejandro Kirk,23,139,470,541,0.11599999999999999,0.107,1.09,0.372,0.415,0.786,0.13,0.299,0.192,0.5,0.308,0.109,0.353,0.35100000000000003,0.29600000000000004,0.149,0.47600000000000003,0.375,90.5,8.1,28,0.067,110.1,187,0.45,0.19899999999999998,0.257,0.263,0.619,0.774,0.909,0.595,0.057999999999999996,0.41200000000000003,-0.68,-5.9,3.9
19755,2022,Shohei Ohtani,27,157,586,666,0.10800000000000001,0.242,0.45,0.356,0.519,0.875,0.246,0.32,0.198,0.42100000000000004,0.381,0.21,0.37200000000000005,0.35100000000000003,0.278,0.08900000000000001,0.528,0.38299999999999995,92.9,12.1,72,0.168,119.1,213,0.498,0.136,0.262,0.32,0.745,0.625,0.818,0.598,0.127,0.405,-0.41,0.2,3.8
19251,2022,Pete Alonso,27,160,597,685,0.098,0.187,0.52,0.352,0.518,0.869,0.246,0.279,0.19899999999999998,0.36200000000000004,0.439,0.19,0.44799999999999995,0.312,0.24100000000000002,0.17600000000000002,0.485,0.33899999999999997,89.8,18.2,59,0.12300000000000001,116.5,213,0.446,0.134,0.24100000000000002,0.36,0.742,0.677,0.878,0.556,0.107,0.36200000000000004,-0.32,-2.4,3.8
15676,2022,Jose Abreu,35,157,601,679,0.091,0.162,0.56,0.378,0.446,0.824,0.141,0.35,0.204,0.479,0.317,0.096,0.38,0.36200000000000004,0.259,0.111,0.517,0.37200000000000005,92.2,8.0,47,0.095,113.0,256,0.517,0.166,0.265,0.337,0.665,0.664,0.884,0.5760000000000001,0.098,0.41700000000000004,0.07,1.0,3.8
16725,2022,Jose Trevino,29,115,335,353,0.042,0.17600000000000002,0.24,0.283,0.388,0.671,0.14,0.274,0.187,0.39899999999999997,0.414,0.09699999999999999,0.38299999999999995,0.376,0.24100000000000002,0.212,0.518,0.27,87.9,13.0,14,0.051,109.4,96,0.35,0.205,0.302,0.419,0.614,0.725,0.887,0.637,0.09699999999999999,0.401,0.68,-1.2,3.8
16578,2022,Yandy Diaz,30,137,473,558,0.14,0.10800000000000001,1.3,0.401,0.423,0.824,0.127,0.323,0.18600000000000003,0.498,0.316,0.069,0.304,0.377,0.319,0.14,0.505,0.355,92.2,7.7,20,0.048,114.3,201,0.486,0.18,0.23399999999999999,0.231,0.657,0.74,0.932,0.52,0.053,0.42700000000000005,-1.41,-3.8,3.7
27506,2022,Ha-seong Kim,26,150,517,582,0.08800000000000001,0.172,0.51,0.325,0.383,0.708,0.132,0.29,0.212,0.395,0.39299999999999996,0.067,0.465,0.361,0.175,0.198,0.528,0.27399999999999997,86.7,16.1,18,0.043,109.4,137,0.32299999999999995,0.205,0.276,0.275,0.623,0.743,0.883,0.62,0.07200000000000001,0.44799999999999995,-1.41,0.2,3.7
17919,2022,Ian Happ,27,158,573,641,0.09,0.23199999999999998,0.39,0.342,0.44,0.781,0.169,0.336,0.201,0.46399999999999997,0.335,0.11900000000000001,0.425,0.327,0.248,0.14300000000000002,0.5489999999999999,0.308,89.7,10.9,28,0.065,113.9,172,0.402,0.14,0.259,0.307,0.746,0.621,0.8370000000000001,0.574,0.11900000000000001,0.415,-2.76,0.8,3.6
19287,2022,Adolis Garcia,29,156,605,657,0.061,0.27899999999999997,0.22,0.3,0.456,0.756,0.207,0.309,0.19399999999999998,0.40700000000000003,0.39799999999999996,0.159,0.423,0.36200000000000004,0.215,0.161,0.446,0.39299999999999996,92.1,13.1,55,0.129,113.0,203,0.474,0.129,0.29600000000000004,0.40299999999999997,0.755,0.593,0.769,0.629,0.168,0.376,1.33,3.0,3.6
17929,2022,Cedric Mullins II,27,156,608,672,0.07,0.188,0.37,0.318,0.403,0.721,0.145,0.299,0.177,0.387,0.436,0.077,0.439,0.326,0.23600000000000002,0.193,0.539,0.268,88.8,17.4,24,0.049,109.4,180,0.36700000000000005,0.14800000000000002,0.244,0.342,0.718,0.723,0.8640000000000001,0.595,0.096,0.43799999999999994,-0.8,-0.1,3.6
8709,2022,Elvis Andrus,33,149,535,577,0.068,0.159,0.42,0.303,0.404,0.707,0.155,0.272,0.17300000000000001,0.465,0.36200000000000004,0.107,0.406,0.354,0.239,0.17800000000000002,0.526,0.29600000000000004,87.9,11.9,20,0.045,109.9,153,0.345,0.18600000000000003,0.27399999999999997,0.32799999999999996,0.631,0.696,0.887,0.612,0.08800000000000001,0.41700000000000004,1.03,5.1,3.5
21636,2022,Jeremy Pena,24,136,521,558,0.039,0.242,0.16,0.289,0.426,0.715,0.173,0.298,0.207,0.46399999999999997,0.32899999999999996,0.17300000000000001,0.46399999999999997,0.309,0.22699999999999998,0.161,0.5539999999999999,0.28600000000000003,88.1,8.7,38,0.096,110.5,143,0.36200000000000004,0.13,0.28600000000000003,0.41,0.7659999999999999,0.527,0.873,0.6829999999999999,0.157,0.385,1.2,1.0,3.4
11609,2022,Willson Contreras,30,113,416,487,0.092,0.21100000000000002,0.44,0.349,0.466,0.815,0.224,0.27,0.156,0.514,0.33,0.212,0.444,0.318,0.23800000000000002,0.159,0.425,0.41600000000000004,90.4,8.5,33,0.105,116.2,151,0.479,0.128,0.271,0.354,0.7390000000000001,0.57,0.8240000000000001,0.6609999999999999,0.14400000000000002,0.392,-1.95,-1.1,3.3
14344,2022,Matt Olson,28,162,616,699,0.107,0.243,0.44,0.325,0.477,0.802,0.237,0.274,0.187,0.39,0.423,0.179,0.40399999999999997,0.373,0.222,0.162,0.444,0.39299999999999996,92.9,16.1,61,0.136,116.8,229,0.509,0.129,0.257,0.32799999999999996,0.754,0.6679999999999999,0.792,0.624,0.128,0.392,0.52,-0.8,3.2
18568,2022,Luis Arraez,25,144,547,603,0.083,0.071,1.16,0.375,0.42,0.795,0.104,0.331,0.258,0.41200000000000003,0.32899999999999996,0.048,0.316,0.379,0.306,0.10300000000000001,0.619,0.278,88.9,12.9,18,0.036000000000000004,107.3,153,0.302,0.187,0.212,0.28600000000000003,0.631,0.9109999999999999,0.96,0.512,0.025,0.41100000000000003,-0.65,0.7,3.1
11615,2022,Brandon Drury,29,138,518,568,0.067,0.222,0.3,0.32,0.492,0.813,0.23,0.293,0.19699999999999998,0.409,0.39399999999999996,0.179,0.47200000000000003,0.301,0.22699999999999998,0.172,0.47700000000000004,0.35100000000000003,89.1,13.8,41,0.10400000000000001,112.4,165,0.41700000000000004,0.185,0.271,0.324,0.648,0.7040000000000001,0.889,0.607,0.086,0.41600000000000004,1.73,-3.2,3.0
19955,2022,Gavin Lux,24,129,421,471,0.1,0.20199999999999999,0.49,0.346,0.399,0.745,0.124,0.341,0.21600000000000003,0.489,0.295,0.062,0.423,0.365,0.213,0.17300000000000001,0.541,0.28600000000000003,88.0,6.8,20,0.061,108.1,131,0.39799999999999996,0.188,0.27899999999999997,0.267,0.65,0.642,0.87,0.5820000000000001,0.091,0.415,-0.13,1.5,3.0
15112,2022,Ryan McMahon,27,153,529,597,0.10099999999999999,0.265,0.38,0.327,0.414,0.741,0.168,0.311,0.22699999999999998,0.446,0.327,0.165,0.369,0.34,0.29100000000000004,0.099,0.505,0.396,91.7,10.8,39,0.10400000000000001,113.7,173,0.46299999999999997,0.171,0.285,0.285,0.662,0.6,0.83,0.648,0.113,0.442,0.05,1.6,3.0
9874,2022,DJ LeMahieu,33,125,467,541,0.124,0.131,0.94,0.357,0.377,0.734,0.116,0.285,0.184,0.5329999999999999,0.28300000000000003,0.107,0.258,0.384,0.358,0.158,0.614,0.228,89.2,3.0,21,0.053,110.9,162,0.406,0.24,0.29,0.276,0.547,0.8029999999999999,0.92,0.636,0.05,0.436,-0.12,-1.9,3.0
9241,2022,Starling Marte,33,118,466,505,0.051,0.192,0.27,0.347,0.468,0.814,0.176,0.34,0.221,0.49,0.289,0.151,0.426,0.336,0.239,0.171,0.575,0.255,86.8,7.5,25,0.068,113.3,125,0.33899999999999997,0.16699999999999998,0.275,0.36,0.685,0.6559999999999999,0.8759999999999999,0.628,0.10800000000000001,0.41100000000000003,1.44,2.0,2.9
16997,2022,Gleyber Torres,25,140,526,572,0.068,0.226,0.3,0.31,0.451,0.761,0.194,0.295,0.185,0.35600000000000004,0.45899999999999996,0.131,0.36700000000000005,0.33899999999999997,0.294,0.127,0.526,0.34700000000000003,90.4,17.5,43,0.107,111.3,180,0.449,0.14300000000000002,0.268,0.315,0.7490000000000001,0.62,0.8240000000000001,0.642,0.124,0.413,-0.57,0.0,2.9
18577,2022,Ke'Bryan Hayes,25,136,505,560,0.086,0.218,0.39,0.314,0.345,0.659,0.101,0.307,0.218,0.494,0.28800000000000003,0.063,0.27,0.408,0.322,0.16399999999999998,0.53,0.307,91.0,5.2,15,0.039,113.0,180,0.46799999999999997,0.19399999999999998,0.276,0.3,0.635,0.6579999999999999,0.9209999999999999,0.586,0.08199999999999999,0.396,0.37,0.4,2.9
